facility_uuid,state,lga,facility,package,workbook_readiness,dashboard_readiness,power_fix,connectivity_fix
f6f25ae7-ea6a-4fbb-a4a1-244611421fd3,kano,dawakin_kudu,daba_basic_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
500ab40a-8aff-4377-8b92-141318940152,nasarawa,doma,akpanaja_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
d300c437-8453-4ef6-9fd4-4d80fc8202aa,niger,rijau,dukku_basic_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,FibreX
f0823a1b-c518-47e2-88c0-4b0d6bc7f1e9,oyo,iseyin,ilado_primary_health_centre_iseyin,Full solar system only,Not ready,Moderately ready,,Router
0b9c989f-aaf9-4593-a2a2-b68d370364b6,oyo,iseyin,faramora_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
40261e7e-d9d1-48df-b16f-784afa29e314,oyo,iseyin,ode_oba_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
07ae6ff1-3da6-428a-a246-e527f73f74ab,oyo,orelope,igbope_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0d2d6d8f-c929-48f6-b8f7-10c2a75b875c,oyo,orelope,bonni_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
655aa6a3-fe71-4c33-8959-dd927e62ec2e,oyo,orelope,modeke_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
655aa6a3-fe71-4c33-8959-dd927e62ec2e,oyo,orelope,modeke_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
1a1b4f90-25b7-45fe-bf4d-113c03050ad0,niger,bosso,maikunkele_maternal_and_child_health_centre,FibreX only,Ready,Moderately ready,,Router
1a1b4f90-25b7-45fe-bf4d-113c03050ad0,niger,bosso,maikunkele_maternal_and_child_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b99b1efb-c270-4bc1-b9da-755a15fb2062,imo,oguta,obudo_aro_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
b99b1efb-c270-4bc1-b9da-755a15fb2062,imo,oguta,obudo_aro_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6a52d3ce-a363-44bb-8aa9-1d43e392be6a,imo,oguta,awa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
10d972bd-a630-4240-877e-aaa3ab830922,lagos,ikorodu,ewu_elepe_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
10d972bd-a630-4240-877e-aaa3ab830922,lagos,ikorodu,ewu_elepe_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b506545e-7ee9-4095-aa80-96887b6c67ba,lagos,alimosho,cele_apata_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
b506545e-7ee9-4095-aa80-96887b6c67ba,lagos,alimosho,cele_apata_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
38f6dc3b-4018-4573-bdb3-7b3dbd23b229,imo,okigwe,umuawa_phc,Full solar system only,Not ready,Moderately ready,Full solar system,Router
27e6851a-f982-4d56-9a30-cbda05e42fc6,imo,okigwe,ihube_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
27e6851a-f982-4d56-9a30-cbda05e42fc6,imo,okigwe,ihube_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
908dfe4e-dacf-4888-8c84-35f33e437a16,imo,okigwe,aku_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
78e976ae-507e-4249-8add-9fbf29e84c5a,imo,okigwe,umuowaibu_1_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
78e976ae-507e-4249-8add-9fbf29e84c5a,imo,okigwe,umuowaibu_1_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1e8d4ac6-ea16-4350-802b-007ad2db6c16,lagos,ikorodu,igbalu_igbokuta_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
1e8d4ac6-ea16-4350-802b-007ad2db6c16,lagos,ikorodu,igbalu_igbokuta_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
a9e4936c-fc5a-461a-b7cf-da0a17cd2f0e,akwa_ibom,urueoffongoruko,oyoku_ibighi_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
a9e4936c-fc5a-461a-b7cf-da0a17cd2f0e,akwa_ibom,urueoffongoruko,oyoku_ibighi_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
b6a21f40-8912-429d-a7dc-06c1852a0b45,rivers,etche,chokota_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
4e91753c-f8dc-4ff9-9a81-b9cadb6f19d3,adamawa,numan,nzumosu_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,Full solar system,Router
df4b3c6b-946b-47d5-b990-3bf73f8e0637,akwa_ibom,urueoffongoruko,mbukpo_uko_akai_health_centre,Full solar system only,Not ready,Moderately ready,,Router
3fbbeaaf-180b-40e1-a70f-d926b5f63bca,akwa_ibom,urueoffongoruko,edok_oruko_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
d7c788d9-4248-4ee4-9807-63b76a925cee,jigawa,garki,doko_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0ab22493-8bc1-4611-83a7-58c9f0654d27,lagos,alimosho,bada_balogun_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
0ab22493-8bc1-4611-83a7-58c9f0654d27,lagos,alimosho,bada_balogun_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
f0c4de0c-e407-41c9-a530-def37fbd55c5,lagos,alimosho,ipile_rere_primary_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
f0c4de0c-e407-41c9-a530-def37fbd55c5,lagos,alimosho,ipile_rere_primary_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
8cb7312e-5f05-4141-a939-5827eaf334a2,lagos,lagos_island,olushi_anikantamo_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
17eced9c-1b4d-485d-94cc-916088b69c80,rivers,khana,uegwerebo_ue_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
17eced9c-1b4d-485d-94cc-916088b69c80,rivers,khana,uegwerebo_ue_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6d00d672-b36d-4e4d-a4ff-86d4e6f445ef,rivers,khana,kpean_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
c0d4fabd-4e2a-4bf4-8b1d-dfa38bd1194d,jigawa,garki,garki_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
c0d4fabd-4e2a-4bf4-8b1d-dfa38bd1194d,jigawa,garki,garki_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
584c853d-f06d-40b3-804c-9af3379a53db,akwa_ibom,ibeno,mkpanak_health_centre,Full solar system only,Not ready,Moderately ready,,Router
3893af60-275d-4e4d-9259-98c11ad9d055,akwa_ibom,nsit_ubium,ikot_ukobo_health_centre,Solar top-up + Network extension,Moderately ready,Ready,Solar top-up,Network Extension
362d03fb-abad-4372-b973-d38d6c8d9407,akwa_ibom,urueoffongoruko,okossi_primary_health_centre_model,Full solar system only,Not ready,Moderately ready,,Router
8550f365-2169-481b-b645-413b30ebb27a,akwa_ibom,urueoffongoruko,ikpe_oro_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
38a21999-3c2c-4ccc-bf8f-3044ac950819,lagos,ifako_ijaiye,iju_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
627ca831-62dd-479d-b11f-dd9272b357ec,lagos,lagos_island,agarawu_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
627ca831-62dd-479d-b11f-dd9272b357ec,lagos,lagos_island,agarawu_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
69fcfb3d-0b24-426a-a883-308871b91ad1,rivers,khana,betam_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
31905074-e835-4f55-9477-141130840f8a,lagos,badagry,pota_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
31905074-e835-4f55-9477-141130840f8a,lagos,badagry,pota_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9e58e6b7-3f3d-4335-991c-b3bdb26152e5,akwa_ibom,nsit_ubium,ikot_ubo_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
9e58e6b7-3f3d-4335-991c-b3bdb26152e5,akwa_ibom,nsit_ubium,ikot_ubo_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
83c311de-577f-412a-98fd-c603a6aadb1b,lagos,lagos_island,oba_adeyinka_oyekan_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
8075e9d7-ce76-4171-8881-e6fa8a69e34c,imo,owerri_west,nekede_ii_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
8075e9d7-ce76-4171-8881-e6fa8a69e34c,imo,owerri_west,nekede_ii_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
3f08581d-5de8-4fb1-8721-39bdc306d675,akwa_ibom,essien_udim,ikot_otu_ukana_west_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
3f08581d-5de8-4fb1-8721-39bdc306d675,akwa_ibom,essien_udim,ikot_otu_ukana_west_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
d4cd11cf-5381-4df0-80c0-bcd278b1f59d,lagos,ifako_ijaiye,ifako_primary_health_centre,Full solar system only,Not ready,Ready,,
81abea70-4966-480e-ad62-43a6b98332ca,lagos,ifako_ijaiye,aina_ajobo_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
1e06ce33-e50f-4256-a001-d7ddec06308e,akwa_ibom,urueoffongoruko,ukuda_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
21880c12-d13f-469a-ad0c-3e68189ea97b,akwa_ibom,ibeno,upenekan_operational_base_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6a5ff79c-db58-4e51-89d0-a017cc1b5cf9,nasarawa,nasarawa,amaku_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
6a5ff79c-db58-4e51-89d0-a017cc1b5cf9,nasarawa,nasarawa,amaku_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f1300286-6396-4fd7-8bb6-9d2afee843ba,lagos,badagry,ajara_topa_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
f1300286-6396-4fd7-8bb6-9d2afee843ba,lagos,badagry,ajara_topa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
27124909-0530-4870-a960-d152bb0cda06,lagos,lagos_island,phase_3_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
27124909-0530-4870-a960-d152bb0cda06,lagos,lagos_island,phase_3_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
053f429c-d92d-428a-8ea4-201bcd754d59,akwa_ibom,ibesikpoasutan,nung_udoe_operational_base_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
98501740-b561-4fc9-b9b0-8fc771c99b9d,lagos,badagry,ajara_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
98501740-b561-4fc9-b9b0-8fc771c99b9d,lagos,badagry,ajara_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
bc186188-4d11-4568-be0f-3429b467dacf,imo,isiala_mbano,obollo_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
4702d80b-b027-4f45-a5b6-209ee99a4600,imo,isiala_mbano,umuozu_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
4702d80b-b027-4f45-a5b6-209ee99a4600,imo,isiala_mbano,umuozu_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f76867d8-e36c-49af-ba06-b4df71851082,nasarawa,lafia,igibi_primary_health_centre_lafia,Full solar system only,Not ready,Moderately ready,,Router
f91ff681-3b37-4c30-a98a-f0f395b652a8,akwa_ibom,urueoffongoruko,oduonim_health_post,Full solar system only,Not ready,Moderately ready,,Router
013c6f7e-442c-48ca-9b74-30cc101f5c6c,nasarawa,nasarawa,oguma_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
c4105da1-7d69-40ce-881d-33b9630c2c14,akwa_ibom,mkpat_enin,etuk_nung_ukim_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
c4105da1-7d69-40ce-881d-33b9630c2c14,akwa_ibom,mkpat_enin,etuk_nung_ukim_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
d8efa67d-b8e5-46ef-a106-f0bbd906bcbe,imo,oguta,egbuoma_i_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
17e5be5b-54f2-4fca-a226-1a6955f43589,adamawa,lamurde,suwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
3bf4ee3b-06a7-4c2f-bbf6-18c012eb0ceb,adamawa,numan,bare_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f241a145-e080-48ed-878d-4e22f3c9e068,imo,oguta,orsuobodo_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
f241a145-e080-48ed-878d-4e22f3c9e068,imo,oguta,orsuobodo_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
0e2aa000-f8dc-437d-86f0-f99fa2a41386,imo,ohajiegbema,awara_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6bfb2793-a2af-4e69-9904-27bd0be144a2,imo,okigwe,ogii_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
6bfb2793-a2af-4e69-9904-27bd0be144a2,imo,okigwe,ogii_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
86d7e537-a228-418c-8d4d-ba605f9bcba7,imo,okigwe,umualumoke_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
86d7e537-a228-418c-8d4d-ba605f9bcba7,imo,okigwe,umualumoke_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
77d3fa36-1ee7-40bf-90fd-5fccc829cf41,imo,okigwe,ezinachi_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
77d3fa36-1ee7-40bf-90fd-5fccc829cf41,imo,okigwe,ezinachi_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
47580844-5285-40bd-a709-fca205d2313b,imo,okigwe,amuro_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
47580844-5285-40bd-a709-fca205d2313b,imo,okigwe,amuro_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1ab19a88-a95f-4c01-b856-0d68a7320348,akwa_ibom,etim_ekpo,ikot_obioma_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
1ab19a88-a95f-4c01-b856-0d68a7320348,akwa_ibom,etim_ekpo,ikot_obioma_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
49b3e0fe-32f2-4957-a9b3-4d64f624985f,lagos,ibeju_lekki,aboreji_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
e7d31b49-a418-45e8-b1a8-d57339c7e406,lagos,ibeju_lekki,ibeju_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b8683068-32ee-4f28-a9dc-ab82159ab953,kano,rano,tabobi_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
757958a2-a09c-42e1-bea7-8a46e43c26b3,lagos,ikorodu,ibeshe_primary_health_centre_ikorodu,Router only,Ready,Moderately ready,Full solar system,Router
661f665a-950c-4b8e-b0ec-8b0270b86fc4,lagos,ikorodu,bayeku_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c70da8b5-e120-4f19-a71d-ef5bad51a25d,lagos,ikorodu,lasunwon_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
dee7acb9-53c6-490e-a0cb-607f9db39a2c,lagos,ojo,oke_ijeun_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
e133c48e-5abd-47df-96a8-795163bfb754,anambra,onitsha_south,ziks_avenue_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
4735a8cb-6e8e-4e46-b075-415487b9d449,anambra,onitsha_south,st_dominic_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
358d8d17-bbb8-4929-98f9-9d2f8ad596dd,anambra,ogbaru,okpoko_5_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9b70ea02-ae42-4412-8544-1371e98d0da2,anambra,onitsha_south,st_faith_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
03b64de0-9849-4299-ba00-89c5d126a077,imo,ideato_north,ndiuche_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
03b64de0-9849-4299-ba00-89c5d126a077,imo,ideato_north,ndiuche_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
86b4085a-d5f4-4f20-aaa5-5b858c16b152,imo,ideato_north,umualaoma_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
86b4085a-d5f4-4f20-aaa5-5b858c16b152,imo,ideato_north,umualaoma_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
7132056e-1ad0-4daf-8613-edea750f4e76,akwa_ibom,ikot_abasi,edemaya_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
7132056e-1ad0-4daf-8613-edea750f4e76,akwa_ibom,ikot_abasi,edemaya_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
4df118ff-c78a-42bd-8158-1c1edd884a74,lagos,mushin,ayantuga_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,
4df118ff-c78a-42bd-8158-1c1edd884a74,lagos,mushin,ayantuga_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,
002894ea-aa16-4ad2-b02f-d96476fa917b,lagos,mushin,isolo_raod_primary_health_centre,Full solar system only,Not ready,Ready,,
0f6f6535-aba1-40ea-bf5b-649759a3bae7,akwa_ibom,ukanafun,afaha_ikot_inyang_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
0f6f6535-aba1-40ea-bf5b-649759a3bae7,akwa_ibom,ukanafun,afaha_ikot_inyang_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
cedeb9a9-3a01-40c5-9595-efbcaa0d90ea,imo,ideato_north,ndiejezie_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
61c8a4b1-be5a-4fa8-9ade-5f64d72349bb,imo,ideato_north,umuezeaga_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
93e69963-8ccc-42d1-9598-64d785a6b452,lagos,ibeju_lekki,bogije_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
93e69963-8ccc-42d1-9598-64d785a6b452,lagos,ibeju_lekki,bogije_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
